Region,System,Type,Price,On demand,Offering class
us-east-2,Linux/UNIX,m4.16xlarge,1.9824000000000002,3.2,standard
us-east-2,Linux/UNIX,m4.16xlarge,2.2798,3.2,convertible
us-east-2,Linux/UNIX,i3.8xlarge,1.714,2.496,standard
us-east-2,Linux/UNIX,i3.8xlarge,1.9709999999999999,2.496,convertible
us-east-2,Linux/UNIX,i3en.large,0.154,0.226,standard
us-east-2,Linux/UNIX,i3en.large,0.178,0.226,convertible
us-east-2,Linux/UNIX,r5n.large,0.108,0.149,convertible
us-east-2,Linux/UNIX,r5n.large,0.094,0.149,standard
us-east-2,Linux/UNIX,c5.xlarge,0.107,0.17,standard
us-east-2,Linux/UNIX,c5.xlarge,0.124,0.17,convertible
us-east-2,Linux/UNIX,r5d.large,0.09100000000000001,0.144,standard
us-east-2,Linux/UNIX,r5d.large,0.10500000000000001,0.144,convertible
us-east-2,Linux/UNIX,m5a.2xlarge,0.217,0.344,standard
us-east-2,Linux/UNIX,m5a.large,0.063,0.086,convertible
us-east-2,Linux/UNIX,i3en.metal,8.556,10.848,convertible
us-east-2,Linux/UNIX,c5.18xlarge,2.2329999999999997,3.06,convertible
us-east-2,Linux/UNIX,r5d.24xlarge,4.355,6.912,standard
us-east-2,Linux/UNIX,m5a.16xlarge,1.734,2.752,standard
us-east-2,Linux/UNIX,m5a.16xlarge,2.014,2.752,convertible
us-east-2,Linux/UNIX,r5n.12xlarge,2.2529999999999997,3.576,standard
us-east-2,Linux/UNIX,r5n.12xlarge,2.591,3.576,convertible
us-east-2,Linux/UNIX,r4.4xlarge,0.672,1.064,standard
us-east-2,Linux/UNIX,r4.4xlarge,0.7728,1.064,convertible
us-east-2,Linux/UNIX,t2.nano,0.0036000000000000003,0.0058,standard
us-east-2,Linux/UNIX,t2.nano,0.0040999999999999995,0.0058,convertible
us-east-2,Linux/UNIX,i3en.24xlarge,8.556,10.848,convertible
us-east-2,Linux/UNIX,m5ad.4xlarge,0.519,0.824,standard
us-east-2,Linux/UNIX,m5n.12xlarge,1.799,2.856,standard
us-east-2,Linux/UNIX,m5n.12xlarge,2.084,2.856,convertible
us-east-2,Linux/UNIX,g3.16xlarge,3.1122,4.56,standard
us-east-2,Linux/UNIX,g3.16xlarge,3.579,4.56,convertible
us-east-2,Linux/UNIX,c5a.16xlarge,1.7900000000000003,2.464,convertible
us-east-2,Linux/UNIX,c5a.16xlarge,1.552,2.464,standard
us-east-2,Linux/UNIX,c5n.9xlarge,1.225,1.944,standard
us-east-2,Linux/UNIX,c5n.9xlarge,1.409,1.944,convertible
us-east-2,Linux/UNIX,m5ad.4xlarge,0.606,0.824,convertible
us-east-2,Linux/UNIX,i3en.24xlarge,7.388,10.848,standard
us-east-2,Linux/UNIX,r5.4xlarge,0.635,1.008,standard
us-east-2,Linux/UNIX,r5.4xlarge,0.7299999999999999,1.008,convertible
us-east-2,Linux/UNIX,r5d.24xlarge,5.0169999999999995,6.912,convertible
us-east-2,Linux/UNIX,r5.metal,3.8100000000000005,6.048,standard
us-east-2,Linux/UNIX,r5.metal,4.382,6.048,convertible
us-east-2,Linux/UNIX,m5n.4xlarge,0.6,0.952,standard
us-east-2,Linux/UNIX,m5n.4xlarge,0.6950000000000001,0.952,convertible
us-east-2,Linux/UNIX,r6g.xlarge,0.127,0.2016,standard
us-east-2,Linux/UNIX,r6g.xlarge,0.14529999999999998,0.2016,convertible
us-east-2,Linux/UNIX,m5dn.16xlarge,2.7420000000000004,4.352,standard
us-east-2,Linux/UNIX,m5dn.16xlarge,3.18,4.352,convertible
us-east-2,Linux/UNIX,c5d.metal,2.903,4.608,standard
us-east-2,Linux/UNIX,c5d.metal,3.3419999999999996,4.608,convertible
us-east-2,Linux/UNIX,g3s.xlarge,0.634,0.75,convertible
us-east-2,Linux/UNIX,g3s.xlarge,0.551,0.75,standard
us-east-2,Linux/UNIX,m5d.24xlarge,3.417,5.424,standard
us-east-2,Linux/UNIX,m5d.24xlarge,3.972,5.424,convertible
us-east-2,Linux/UNIX,c5a.large,0.05600000000000001,0.077,convertible
us-east-2,Linux/UNIX,c5a.large,0.049,0.077,standard
us-east-2,Linux/UNIX,r5dn.large,0.12100000000000001,0.167,convertible
us-east-2,Linux/UNIX,r5dn.large,0.10500000000000001,0.167,standard
us-east-2,Linux/UNIX,c5.18xlarge,1.928,3.06,standard
us-east-2,Linux/UNIX,i3en.metal,7.388,10.848,standard
us-east-2,Linux/UNIX,m5dn.24xlarge,4.1129999999999995,6.528,standard
us-east-2,Linux/UNIX,m5dn.24xlarge,4.771,6.528,convertible
eu-central-1,Linux/UNIX,c5.18xlarge,2.771,3.492,convertible
eu-central-1,Linux/UNIX,c5.18xlarge,2.2,3.492,standard
eu-central-1,Linux/UNIX,m5dn.2xlarge,0.526,0.648,convertible
eu-central-1,Linux/UNIX,m5dn.2xlarge,0.408,0.648,standard
eu-central-1,Linux/UNIX,z1d.metal,3.402,5.4,standard
eu-central-1,Linux/UNIX,z1d.metal,3.9699999999999998,5.4,convertible
eu-central-1,Linux/UNIX,r4.xlarge,0.2016,0.3201,standard
eu-central-1,Linux/UNIX,r4.xlarge,0.2318,0.3201,convertible
eu-central-1,Linux/UNIX,r5d.metal,5.232,8.304,standard
eu-central-1,Linux/UNIX,r5.large,0.10999999999999999,0.152,convertible
eu-central-1,Linux/UNIX,m5n.12xlarge,2.132,3.384,standard
eu-central-1,Linux/UNIX,m5n.12xlarge,2.75,3.384,convertible
eu-central-1,Linux/UNIX,m5dn.8xlarge,1.6329999999999998,2.592,standard
eu-central-1,Linux/UNIX,m5dn.8xlarge,2.104,2.592,convertible
eu-central-1,Linux/UNIX,p3.2xlarge,3.0029999999999997,3.823,convertible
eu-central-1,Linux/UNIX,p3.2xlarge,2.609,3.823,standard
eu-central-1,Linux/UNIX,r5ad.12xlarge,2.773,3.792,convertible
eu-central-1,Linux/UNIX,r5ad.12xlarge,2.389,3.792,standard
eu-central-1,Linux/UNIX,r5.large,0.096,0.152,standard
eu-central-1,Linux/UNIX,r5d.metal,6.095000000000001,8.304,convertible
eu-central-1,Linux/UNIX,r5n.large,0.11200000000000002,0.178,standard
eu-central-1,Linux/UNIX,r5n.large,0.13000000000000003,0.178,convertible
eu-central-1,Linux/UNIX,r4.4xlarge,0.8064,1.2804,standard
eu-central-1,Linux/UNIX,z1d.large,0.165,0.225,convertible
eu-central-1,Linux/UNIX,z1d.large,0.14200000000000002,0.225,standard
eu-central-1,Linux/UNIX,r5ad.large,0.116,0.158,convertible
eu-central-1,Linux/UNIX,r5ad.large,0.1,0.158,standard
eu-central-1,Linux/UNIX,r5n.xlarge,0.261,0.356,convertible
eu-central-1,Linux/UNIX,r5n.xlarge,0.22400000000000003,0.356,standard
eu-central-1,Linux/UNIX,d2.4xlarge,1.9939999999999998,3.176,convertible
eu-central-1,Linux/UNIX,d2.4xlarge,1.928,3.176,standard
eu-central-1,Linux/UNIX,t2.xlarge,0.1758,0.2144,convertible
eu-central-1,Linux/UNIX,t2.xlarge,0.1528,0.2144,standard
eu-central-1,Linux/UNIX,d2.xlarge,0.499,0.794,convertible
eu-central-1,Linux/UNIX,d2.xlarge,0.482,0.794,standard
eu-central-1,Linux/UNIX,c4.large,0.09100000000000001,0.114,convertible
eu-central-1,Linux/UNIX,c4.large,0.079,0.114,standard
eu-central-1,Linux/UNIX,m4.16xlarge,2.6208,3.84,standard
eu-central-1,Linux/UNIX,m4.16xlarge,3.0139,3.84,convertible
eu-central-1,Linux/UNIX,i3.4xlarge,1.008,1.488,standard
eu-central-1,Linux/UNIX,i3.4xlarge,1.159,1.488,convertible
eu-central-1,Linux/UNIX,c6g.xlarge,0.09780000000000001,0.1552,standard
eu-central-1,Linux/UNIX,c6g.xlarge,0.1237,0.1552,convertible
eu-central-1,Linux/UNIX,r5a.2xlarge,0.396,0.548,convertible
eu-central-1,Linux/UNIX,r5a.2xlarge,0.345,0.548,standard
eu-central-1,Linux/UNIX,m5n.xlarge,0.229,0.282,convertible
eu-central-1,Linux/UNIX,r5dn.xlarge,0.25099999999999995,0.398,standard
eu-central-1,Linux/UNIX,r5dn.xlarge,0.295,0.398,convertible
eu-central-1,Linux/UNIX,c5d.large,0.08799999999999998,0.111,convertible
eu-central-1,Linux/UNIX,c5d.large,0.07,0.111,standard
eu-central-1,Linux/UNIX,c5d.4xlarge,0.706,0.888,convertible
eu-central-1,Linux/UNIX,c5d.4xlarge,0.559,0.888,standard
eu-central-1,Linux/UNIX,d2.8xlarge,3.9879999999999995,6.352,convertible
eu-central-1,Linux/UNIX,d2.8xlarge,3.856,6.352,standard
eu-central-1,Linux/UNIX,r5dn.large,0.125,0.199,standard
eu-central-1,Linux/UNIX,r5dn.large,0.147,0.199,convertible
eu-central-1,Linux/UNIX,m5a.4xlarge,0.6809999999999999,0.832,convertible
eu-central-1,Linux/UNIX,m5a.4xlarge,0.524,0.832,standard
us-east-2,Linux/UNIX,g4dn.xlarge,0.331,0.526,standard
us-east-2,Linux/UNIX,g4dn.xlarge,0.381,0.526,convertible
us-east-2,Linux/UNIX,c5n.4xlarge,0.626,0.864,convertible
us-east-2,Linux/UNIX,c5n.4xlarge,0.544,0.864,standard
us-east-2,Linux/UNIX,c5n.2xlarge,0.313,0.432,convertible
us-east-2,Linux/UNIX,c5n.2xlarge,0.272,0.432,standard
eu-central-1,Linux/UNIX,m5n.xlarge,0.178,0.282,standard
us-east-2,Linux/UNIX,z1d.3xlarge,0.8119999999999999,1.116,convertible
eu-central-1,Linux/UNIX,r5ad.24xlarge,5.545,7.584,convertible
eu-central-1,Linux/UNIX,t3a.2xlarge,0.2866,0.3456,convertible
eu-central-1,Linux/UNIX,g3.16xlarge,4.1494,5.7,standard
eu-central-1,Linux/UNIX,g3.16xlarge,4.7718,5.7,convertible
eu-central-1,Linux/UNIX,c4.8xlarge,1.2599999999999998,1.817,standard
eu-central-1,Linux/UNIX,c4.8xlarge,1.449,1.817,convertible
eu-central-1,Linux/UNIX,c4.2xlarge,0.362,0.454,convertible
eu-central-1,Linux/UNIX,c4.2xlarge,0.31499999999999995,0.454,standard
eu-central-1,Linux/UNIX,r5d.xlarge,0.254,0.346,convertible
eu-central-1,Linux/UNIX,r5d.xlarge,0.21799999999999997,0.346,standard
eu-central-1,Linux/UNIX,c5d.9xlarge,1.2590000000000001,1.998,standard
eu-central-1,Linux/UNIX,c5d.9xlarge,1.589,1.998,convertible
eu-central-1,Linux/UNIX,i3en.3xlarge,1.2619999999999998,1.62,convertible
eu-central-1,Linux/UNIX,i3en.3xlarge,1.1059999999999999,1.62,standard
eu-central-1,Linux/UNIX,m5d.24xlarge,4.1129999999999995,6.528,standard
eu-central-1,Linux/UNIX,m5d.24xlarge,5.335000000000001,6.528,convertible
eu-central-1,Linux/UNIX,c5d.18xlarge,2.5170000000000003,3.996,standard
eu-central-1,Linux/UNIX,c5d.18xlarge,3.1790000000000003,3.996,convertible
eu-central-1,Linux/UNIX,c5.xlarge,0.122,0.194,standard
eu-central-1,Linux/UNIX,c5.xlarge,0.154,0.194,convertible
eu-central-1,Linux/UNIX,t3a.2xlarge,0.21769999999999998,0.3456,standard
eu-central-1,Linux/UNIX,r5ad.24xlarge,4.778,7.584,standard
us-east-2,Linux/UNIX,z1d.3xlarge,0.7030000000000001,1.116,standard
us-east-2,Linux/UNIX,r5dn.12xlarge,2.525,4.008,standard
us-east-2,Linux/UNIX,r5dn.12xlarge,2.904,4.008,convertible
us-east-2,Linux/UNIX,x1e.2xlarge,1.028,1.668,standard
us-east-2,Linux/UNIX,x1e.2xlarge,1.182,1.668,convertible
us-east-2,Linux/UNIX,c5n.18xlarge,2.8169999999999997,3.888,convertible
us-east-2,Linux/UNIX,c5n.18xlarge,2.449,3.888,standard
us-east-2,Linux/UNIX,r5d.12xlarge,2.5079999999999996,3.456,convertible
us-east-2,Linux/UNIX,r5d.12xlarge,2.177,3.456,standard
us-east-2,Linux/UNIX,m4.xlarge,0.12390000000000001,0.2,standard
us-east-2,Linux/UNIX,m4.xlarge,0.14250000000000002,0.2,convertible
us-east-2,Linux/UNIX,m6g.12xlarge,1.3606,1.848,convertible
us-east-2,Linux/UNIX,i3en.12xlarge,4.278,5.424,convertible
us-east-2,Linux/UNIX,c5a.24xlarge,2.328,3.696,standard
us-east-2,Linux/UNIX,c5a.24xlarge,2.686,3.696,convertible
us-east-2,Linux/UNIX,r5a.4xlarge,0.6569999999999999,0.904,convertible
us-east-2,Linux/UNIX,r5a.4xlarge,0.5700000000000001,0.904,standard
us-east-2,Linux/UNIX,c5.24xlarge,2.57,4.08,standard
us-east-2,Linux/UNIX,c5.24xlarge,2.956,4.08,convertible
us-east-2,Linux/UNIX,c5d.24xlarge,2.903,4.608,standard
us-east-2,Linux/UNIX,c5d.24xlarge,3.3419999999999996,4.608,convertible
us-east-2,Linux/UNIX,i3en.12xlarge,3.694,5.424,standard
us-east-2,Linux/UNIX,m6g.12xlarge,1.1592,1.848,standard
us-east-2,Linux/UNIX,m6g.large,0.0567,0.077,convertible
us-east-2,Linux/UNIX,m6g.large,0.0483,0.077,standard
us-east-2,Linux/UNIX,r4.large,0.0966,0.133,convertible
us-east-2,Linux/UNIX,a1.medium,0.0161,0.0255,standard
us-east-2,Linux/UNIX,a1.medium,0.0185,0.0255,convertible
us-east-2,Linux/UNIX,r5a.8xlarge,1.139,1.808,standard
us-east-2,Linux/UNIX,r5a.8xlarge,1.3139999999999998,1.808,convertible
us-east-2,Linux/UNIX,t3a.large,0.054200000000000005,0.0752,convertible
us-east-2,Linux/UNIX,t3a.large,0.0471,0.0752,standard
us-east-2,Linux/UNIX,r4.16xlarge,3.0912,4.256,convertible
us-east-2,Linux/UNIX,r4.16xlarge,2.688,4.256,standard
us-east-2,Linux/UNIX,m5ad.2xlarge,0.26000000000000006,0.412,standard
us-east-2,Linux/UNIX,m5ad.2xlarge,0.303,0.412,convertible
us-east-2,Linux/UNIX,r5.large,0.079,0.126,standard
us-east-2,Linux/UNIX,r5.large,0.09100000000000001,0.126,convertible
us-east-2,Linux/UNIX,m5.large,0.07100000000000001,0.096,convertible
us-east-2,Linux/UNIX,m5.large,0.05999999999999999,0.096,standard
us-east-2,Linux/UNIX,a1.2xlarge,0.14780000000000001,0.204,convertible
us-east-2,Linux/UNIX,a1.2xlarge,0.1285,0.204,standard
us-east-2,Linux/UNIX,m5n.24xlarge,4.168,5.712,convertible
us-east-2,Linux/UNIX,m5n.24xlarge,3.5989999999999998,5.712,standard
us-east-2,Linux/UNIX,c4.xlarge,0.145,0.199,convertible
us-east-2,Linux/UNIX,c4.xlarge,0.126,0.199,standard
us-east-2,Linux/UNIX,m4.4xlarge,0.49560000000000004,0.8,standard
us-east-2,Linux/UNIX,m4.4xlarge,0.5699,0.8,convertible
ap-southeast-2,Linux/UNIX,m5.4xlarge,0.765,0.96,convertible
ap-southeast-2,Linux/UNIX,r5.xlarge,0.219,0.302,convertible
ap-southeast-2,Linux/UNIX,r5.xlarge,0.18999999999999997,0.302,standard
ap-southeast-2,Linux/UNIX,c5n.2xlarge,0.355,0.564,standard
ap-southeast-2,Linux/UNIX,c5n.2xlarge,0.41300000000000003,0.564,convertible
ap-southeast-2,Linux/UNIX,c4.xlarge,0.19299999999999998,0.261,convertible
ap-southeast-2,Linux/UNIX,c4.xlarge,0.168,0.261,standard
ap-southeast-2,Linux/UNIX,t2.2xlarge,0.3611,0.4672,convertible
ap-southeast-2,Linux/UNIX,t2.2xlarge,0.314,0.4672,standard
ap-southeast-2,Linux/UNIX,c5.24xlarge,3.9050000000000002,5.328,convertible
ap-southeast-2,Linux/UNIX,c5.24xlarge,3.3569999999999998,5.328,standard
ap-southeast-2,Linux/UNIX,c4.large,0.084,0.13,standard
ap-southeast-2,Linux/UNIX,c4.large,0.097,0.13,convertible
ap-southeast-2,Linux/UNIX,i3.8xlarge,2.05,2.992,standard
ap-southeast-2,Linux/UNIX,i3.8xlarge,2.3569999999999998,2.992,convertible
ap-southeast-2,Linux/UNIX,c5.metal,3.9050000000000002,5.328,convertible
ap-southeast-2,Linux/UNIX,c5.metal,3.3569999999999998,5.328,standard
ap-southeast-2,Linux/UNIX,t3a.micro,0.0093,0.0119,convertible
ap-southeast-2,Linux/UNIX,t3a.micro,0.007499999999999999,0.0119,standard
ap-southeast-2,Linux/UNIX,m5.4xlarge,0.6049999999999999,0.96,standard
us-east-2,Linux/UNIX,r4.large,0.084,0.133,standard
ap-southeast-2,Linux/UNIX,r5.metal,5.251,7.248,convertible
ap-southeast-2,Linux/UNIX,d2.8xlarge,4.104,6.96,standard
us-east-2,Linux/UNIX,r6g.4xlarge,0.508,0.8064,standard
us-east-2,Linux/UNIX,r6g.4xlarge,0.5813,0.8064,convertible
us-east-2,Linux/UNIX,i3en.xlarge,0.356,0.452,convertible
us-east-2,Linux/UNIX,i3en.xlarge,0.308,0.452,standard
us-east-2,Linux/UNIX,r6g.8xlarge,1.1625,1.6128,convertible
us-east-2,Linux/UNIX,r6g.8xlarge,1.0161,1.6128,standard
us-east-2,Linux/UNIX,c5d.2xlarge,0.24200000000000002,0.384,standard
us-east-2,Linux/UNIX,c5d.2xlarge,0.28,0.384,convertible
us-east-2,Linux/UNIX,r5dn.16xlarge,3.367,5.344,standard
us-east-2,Linux/UNIX,r5dn.16xlarge,3.8720000000000003,5.344,convertible
ap-southeast-2,Linux/UNIX,m5a.4xlarge,0.544,0.864,standard
ap-southeast-2,Linux/UNIX,m5a.4xlarge,0.6880000000000001,0.864,convertible
ap-southeast-2,Linux/UNIX,t3.micro,0.0103,0.0132,convertible
ap-southeast-2,Linux/UNIX,t3.micro,0.0083,0.0132,standard
ap-southeast-2,Linux/UNIX,f1.16xlarge,13.4013,15.848,convertible
ap-southeast-2,Linux/UNIX,f1.16xlarge,11.6533,15.848,standard
ap-southeast-2,Linux/UNIX,r5.large,0.09499999999999999,0.151,standard
ap-southeast-2,Linux/UNIX,r5.large,0.10899999999999999,0.151,convertible
ap-southeast-2,Linux/UNIX,d2.8xlarge,4.202000000000001,6.96,convertible
ap-southeast-2,Linux/UNIX,r5.metal,4.566,7.248,standard
eu-central-1,Linux/UNIX,r4.4xlarge,0.9273999999999999,1.2804,convertible
us-east-2,Linux/UNIX,m5d.4xlarge,0.662,0.904,convertible
us-east-2,Linux/UNIX,m5dn.4xlarge,0.685,1.088,standard
us-east-2,Linux/UNIX,c5a.8xlarge,0.776,1.232,standard
us-east-2,Linux/UNIX,r4.2xlarge,0.336,0.532,standard
us-east-2,Linux/UNIX,r4.2xlarge,0.3864,0.532,convertible
us-east-2,Linux/UNIX,m5ad.24xlarge,3.6340000000000003,4.944,convertible
us-east-2,Linux/UNIX,m5ad.24xlarge,3.1149999999999998,4.944,standard
us-east-2,Linux/UNIX,i3.2xlarge,0.49300000000000005,0.624,convertible
us-east-2,Linux/UNIX,i3.2xlarge,0.428,0.624,standard
us-east-2,Linux/UNIX,p2.16xlarge,9.828,14.4,standard
us-east-2,Linux/UNIX,c5a.8xlarge,0.8950000000000001,1.232,convertible
us-east-2,Linux/UNIX,p2.16xlarge,11.302,14.4,convertible
us-east-2,Linux/UNIX,g4dn.2xlarge,0.545,0.752,convertible
us-east-2,Linux/UNIX,m5ad.large,0.06500000000000002,0.103,standard
us-east-2,Linux/UNIX,m5ad.large,0.076,0.103,convertible
us-east-2,Linux/UNIX,r5ad.xlarge,0.191,0.262,convertible
us-east-2,Linux/UNIX,r5ad.xlarge,0.165,0.262,standard
us-east-2,Linux/UNIX,t3a.2xlarge,0.217,0.3008,convertible
us-east-2,Linux/UNIX,t3a.2xlarge,0.1886,0.3008,standard
us-east-2,Linux/UNIX,r5a.24xlarge,3.417,5.424,standard
us-east-2,Linux/UNIX,g4dn.2xlarge,0.474,0.752,standard
us-east-2,Linux/UNIX,t3.micro,0.0065,0.0104,standard
us-east-2,Linux/UNIX,t3.micro,0.007499999999999999,0.0104,convertible
us-east-2,Linux/UNIX,r6g.large,0.0635,0.1008,standard
us-east-2,Linux/UNIX,r5ad.large,0.09499999999999999,0.131,convertible
us-east-2,Linux/UNIX,r5ad.large,0.083,0.131,standard
us-east-2,Linux/UNIX,r5n.4xlarge,0.751,1.192,standard
us-east-2,Linux/UNIX,r5n.4xlarge,0.864,1.192,convertible
us-east-2,Linux/UNIX,m5d.16xlarge,2.648,3.616,convertible
us-east-2,Linux/UNIX,m5d.16xlarge,2.278,3.616,standard
us-east-2,Linux/UNIX,c4.large,0.063,0.1,standard
us-east-2,Linux/UNIX,c4.large,0.07200000000000001,0.1,convertible
us-east-2,Linux/UNIX,m5.16xlarge,2.257,3.072,convertible
us-east-2,Linux/UNIX,m5.16xlarge,1.9349999999999998,3.072,standard
us-east-2,Linux/UNIX,z1d.6xlarge,1.4060000000000001,2.232,standard
us-east-2,Linux/UNIX,z1d.6xlarge,1.6239999999999999,2.232,convertible
us-east-2,Linux/UNIX,i3.large,0.107,0.156,standard
us-east-2,Linux/UNIX,i3.large,0.123,0.156,convertible
us-east-2,Linux/UNIX,m5dn.8xlarge,1.59,2.176,convertible
us-east-2,Linux/UNIX,m5dn.8xlarge,1.3710000000000002,2.176,standard
us-east-2,Linux/UNIX,c4.4xlarge,0.58,0.796,convertible
us-east-2,Linux/UNIX,c4.4xlarge,0.504,0.796,standard
us-east-2,Linux/UNIX,r6g.large,0.0727,0.1008,convertible
us-east-2,Linux/UNIX,r5a.24xlarge,3.9409999999999994,5.424,convertible
us-east-2,Linux/UNIX,c5.4xlarge,0.496,0.68,convertible
us-east-2,Linux/UNIX,c5.4xlarge,0.428,0.68,standard
us-east-2,Linux/UNIX,d2.xlarge,0.417,0.69,convertible
us-east-2,Linux/UNIX,h1.16xlarge,2.926,3.744,convertible
us-east-2,Linux/UNIX,h1.16xlarge,2.5449999999999995,3.744,standard
us-east-2,Linux/UNIX,r5a.large,0.08199999999999999,0.113,convertible
us-east-2,Linux/UNIX,r5a.large,0.07100000000000001,0.113,standard
us-east-2,Linux/UNIX,i3.16xlarge,3.9409999999999994,4.992,convertible
us-east-2,Linux/UNIX,i3.16xlarge,3.427,4.992,standard
us-east-2,Linux/UNIX,g4dn.4xlarge,0.759,1.204,standard
us-east-2,Linux/UNIX,g4dn.4xlarge,0.8719999999999999,1.204,convertible
us-east-2,Linux/UNIX,h1.8xlarge,1.272,1.872,standard
us-east-2,Linux/UNIX,h1.8xlarge,1.463,1.872,convertible
us-east-2,Linux/UNIX,r5d.16xlarge,2.903,4.608,standard
us-east-2,Linux/UNIX,r5d.16xlarge,3.344,4.608,convertible
us-east-2,Linux/UNIX,c5a.12xlarge,1.164,1.848,standard
us-east-2,Linux/UNIX,c5a.12xlarge,1.343,1.848,convertible
us-east-2,Linux/UNIX,x1.32xlarge,9.452,13.338,convertible
us-east-2,Linux/UNIX,x1.32xlarge,8.219,13.338,standard
us-east-2,Linux/UNIX,x1e.4xlarge,2.364,3.336,convertible
us-east-2,Linux/UNIX,x1e.4xlarge,2.056,3.336,standard
us-east-2,Linux/UNIX,m5dn.4xlarge,0.795,1.088,convertible
us-east-2,Linux/UNIX,i3en.3xlarge,1.069,1.356,convertible
us-east-2,Linux/UNIX,m5d.4xlarge,0.5700000000000001,0.904,standard
us-east-2,Linux/UNIX,i3en.3xlarge,0.9239999999999999,1.356,standard
us-east-2,Linux/UNIX,c5.2xlarge,0.214,0.34,standard
us-east-2,Linux/UNIX,d2.xlarge,0.40199999999999997,0.69,standard
us-east-2,Linux/UNIX,r5dn.24xlarge,5.05,8.016,standard
us-east-2,Linux/UNIX,r5dn.24xlarge,5.808,8.016,convertible
us-east-2,Linux/UNIX,d2.2xlarge,0.833,1.38,convertible
us-east-2,Linux/UNIX,d2.2xlarge,0.8039999999999999,1.38,standard
us-east-2,Linux/UNIX,r5n.2xlarge,0.432,0.596,convertible
us-east-2,Linux/UNIX,r5n.2xlarge,0.375,0.596,standard
us-east-2,Linux/UNIX,c4.8xlarge,1.159,1.591,convertible
us-east-2,Linux/UNIX,c4.8xlarge,1.008,1.591,standard
us-east-2,Linux/UNIX,t3a.medium,0.027100000000000003,0.0376,convertible
us-east-2,Linux/UNIX,t3a.medium,0.023600000000000003,0.0376,standard
us-east-2,Linux/UNIX,m6g.8xlarge,0.9071,1.232,convertible
us-east-2,Linux/UNIX,m6g.8xlarge,0.7728,1.232,standard
us-east-2,Linux/UNIX,d2.8xlarge,3.2159999999999997,5.52,standard
us-east-2,Linux/UNIX,d2.8xlarge,3.333,5.52,convertible
us-east-2,Linux/UNIX,c6g.xlarge,0.0857,0.136,standard
us-east-2,Linux/UNIX,c6g.xlarge,0.1001,0.136,convertible
us-east-2,Linux/UNIX,t3.medium,0.0261,0.0416,standard
us-east-2,Linux/UNIX,t3.medium,0.029999999999999995,0.0416,convertible
us-east-2,Linux/UNIX,c5.2xlarge,0.248,0.34,convertible
eu-central-1,Linux/UNIX,m5n.8xlarge,1.4209999999999998,2.256,standard
eu-central-1,Linux/UNIX,m5n.8xlarge,1.8329999999999997,2.256,convertible
eu-central-1,Linux/UNIX,c4.4xlarge,0.6299999999999999,0.909,standard
eu-central-1,Linux/UNIX,r4.16xlarge,3.2256,5.1216,standard
eu-central-1,Linux/UNIX,t3.large,0.07959999999999999,0.096,convertible
eu-central-1,Linux/UNIX,t3.large,0.060500000000000005,0.096,standard
eu-central-1,Linux/UNIX,c6g.12xlarge,1.1733,1.8624,standard
eu-central-1,Linux/UNIX,c6g.12xlarge,1.4846000000000001,1.8624,convertible
eu-central-1,Linux/UNIX,c5a.4xlarge,0.438,0.696,standard
eu-central-1,Linux/UNIX,c5a.4xlarge,0.551,0.696,convertible
